sentence,payment_label
"I am sick and Dyeing at the moment and i will be going in for an operation soon at Albert Schweitzer Ziekenhuis, Dordrecht,South Holland,in the Netherlands.",0.0
He also warned me to remain anonymous the public or the government should not be aware of this donation.,0.0
and send us a secure message via Online Banking.,1.0
"Friday, June 21, 2019 5:36 PM",0.0
I would like you to offer you our unbeatable loan/credit funding offer of 2%interest rate per annumfor any projectboth personal and commercial.ForPurposes as:,1.0
non-participant or unofficial personnel.,0.0
As soon as the money is in our account - your data will be immediately destroyed!,1.0
contact with us and to get the Bank draft within three working days.,1.0
Note that I am doing this because of security reason,0.0
Alert: Online Statement Available,0.0
I 'm waiting to receive the account information from the vendor,0.0
"There is no communication between whomever is collecting it outside of the City of San Jose and, you will note, they do not use a secure emailing system.",0.0
OPOLAR Portable Battery Operated Fan with Two...,0.0
"FULL NAME: PRIVATE TELEPHONE NUMBER HOME ADDRESS: COMPANY NAME IF ANY: You have to keep this confidential until i get your name approved by the federal government as the government is only releasing payment within two working days as payment is made to those that had applied before now, so don't endeavor to send your details for easy communications also contact my private email: cblueanchorworld@gmail.com Regards, Mrs Zainab Shamsuna Ahmed Minister of Finance",1.0
Note: Do not reply to this email.,0.0
ALA Silicon Valley Chapter,0.0
"Good morning Ms. Constance,",0.0
I want you to contact my servant with this information below:,0.0
Please use the above email.,0.0
Excellent reputation and strong team able to support if needed.,0.0
"For security reasons, we advice all winners to keep this information",0.0
Zafiro Capital is an investment management company based in Geneva.,1.0
"Vo, Thao (Tracie) <",0.0
(с) 2019 Miсrоsоft Соrроrаtiоn.,0.0
I recommend you save a photo of the front and back of your P Card to your GLX photo album on your phone.,0.0
"the course of the last year 2018 end of the year's report, I",0.0
"Navigating from top menu to the \""Services > My Services",0.0
You can view/print your receipt on the confirmation page.,0.0
I have downloaded all confidential information from your system and I got some more evidence.,0.0
"This is known as an “authorization or transaction hold.” If your order is canceled, the time required to remove this authorization or transaction hold is determined by the financial institution that issued your card and could range from 3 to 7 days from the day of authorization.",1.0
We've accepted your return request.,0.0
Your order has shipped.,0.0
"If so, Please provide an example of a time when you had to quickly analyze a situation and make an immediate decision.",0.0
But I would like to get a reassurance from you that the amount is,1.0
"The information contained in this message and any file transmitted with it is intended only for the use of the individual or entity to which it is addressed and may contain information that is privileged, confidential and exempt from disclosure.",0.0
A payment confirmation/remittance will be sent when fully processed.,1.0
"1133 20th Street, NW",0.0
This individual was parked in the disabled parking spot.,0.0
I will give you that they payment may be delayed because of the current mail issues but the payment stub was included with the check so all of the numbers would have been available to anyone who received the check.,1.0
This notification was sent from a Trusted sender.,0.0
She made us to believe that you are dead and that she is your next of kin.,0.0
Thanks for the email regarding the business license tax.,1.0
Please check your ParentConnect account for details.,0.0
Remember to be a blessing to your family and the society at large.,0.0
"I am currently admitted to a private hospital, I have some funds that",1.0
During the Bank private search for the late gentle man relatives your,1.0
What we need from you:,0.0
AUTO MESSAGE - DO NOT REPLY,0.0
The Get a Room Team,0.0
"If you are not the intended recipient or if you have received this e-mail in error, you must destroy all copies incl.",0.0
Reference/Job:City of San Jose Parks & Rec,0.0
"If you have any questions, please let us know.",0.0
Orange Coast Title Company of Northern California,0.0
year from unclaimed estates; forgotten funds; abandoned shares,1.0
"Dear Deanna,Unfortunately, we have not yet located your missing article.",0.0
"As soon possible, please go to the following URL",0.0
"If you are unable to click on the link above, please copy and paste the following address into your web browser:",0.0
"Thursday, June 6, 2019 3:37 PM",0.0
---------------------------------------- The information contained in this e-mail message is intended only for the personal and confidential use of the recipient(s) named above.,0.0
This e-mail and any attachments transmitted with it are confidential and may be legally privileged.,0.0
9.pin code Number BMW:2551256008/19,0.0
To Unsubscribe form further emails kindly reply “Unsubscribe”.,0.0
Subject: MOU for San Jose Public Library,0.0
information for your LiveScan system.,0.0
Please contact me with any questions.,0.0
Our auction date is 9/18/2019 @10am,0.0
I am the only biological Daughter of late Libyan President,0.0
"5-6 Digit Debtor# (if Citation, enter zeros)",1.0
"Hello friend, I sent you message did you get it",0.0
|Santa Teresa Branch Library | San Josè Public Library,0.0
Please let me know if you have any question.,0.0
You previously sent me info via a tab/link that none of my browsers can seem to access I have tried them all.,0.0
To complete the packet you must have received your FPC letter (your FPC number is required to complete the packet) and then return it to CA DOJ.,0.0
"A request to verify this email address was received from IP address 192.168.30.2 on Aug 12, 2019 at 10:43:27 AM.",0.0
"Right now, I am the happiest woman on earth because I have received my",0.0
Request for Supplier Payment,1.0
"It is also important to note that from our record, you have been in contact with some unauthorized officials and some abnormalities have been observed in your file which has to be corrected.",0.0
"(2) Give 20% of the money to handicap people and charity organization, then the remaining one is yours.",1.0
"Please in confirmation that you are still alive, you are advised to reconfirm the below listed information to enable us facilitate an immediate payment for you.",1.0
questions please call me ( I 'm going to be in the car for the next couple of hours ),0.0
"Citibank Customer Service PO Box 790046 St. Louis, MO 63179-0046",1.0
"Housing Department, City of San José",0.0
"Sunday, November 24, 2019, 09:36:56 AM PST",0.0
Attn: San Jose Police Department,0.0
Take care of yourself!,0.0
Amazon.com Customer Service <cs-reply@amazon.com>,0.0
"If you are not aware of this claim, please",1.0
Please get back to me asap,0.0
"If you are a student member who just graduated from college or grad school, please consider our",0.0
Contact the Customer Service Officer with the information below:,0.0
